,video_id,comments
16,Njq_FHhlu6s,"['1DM', '1EP', 'Gxf', 'Ydgs', 'POLAND AND THE FRANCE 🎉', 'Cfdfhk', 'BACK TO THE PAST!/THE MAGIC PEN', '1LA', '1LW', 'K-series 2']"
17,fK9g6owoDXk,"['😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', '😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', '😂', 'Çoooooooooooook komik 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', 'Thằng nhỏ ngu \nThằng nhỏ lì', '😂😂😂😂😂😂😂😂😂😂😂😂Πολύ καλό το νέο έτος και να είσαι πάντα καλά και ευτυχισμένος με', '❤❤❤', 'Yeah she screamed... With no head☠️', '❤❤😂😂😊', 'Iriedixjeuxj3djjsejxjj11ieejwjdj1isjj1js11211ww222211222212121313131wrteyruuejsjedjxjjwjdjxjekkxkxkxkxkxkxkxlxlxlxllxxlxllxlxxlodo kwixo      jeudidjdjdjjdjfjjejejsi3iiswiisisjdjdjskkwjsjsjsjwjxiwiisiiwisij kskdkksjwiwiusisjisisidicixidixixixkdkdkkdkseujddjdjkxkxxkkxkxkxjxkxkxkxxkxkkx🎉😢😂😅😮is 😂😅❤❤❤❤❤❤\n\n\n\n\n\n\n136910🎇🥎🥉🥉🥉🥉🥉🕶🎇👘🎇🎇👘🦺']"
18,5KOH_2Yckuk,"[""What's your most liked Feet hack?👣"", 'What you  did to that tomato hurts me😢', 'Ah yes trow away perfectly good slipers to make a wallmart ver✨', ""Let's waste an entire roll of toilet paper instead of wear slippers 😂"", 'The video is great.❤❤❤', 'Really??!!😂🤣💀', 'Cool Ideas 👀😃', 'Que basura de alcantarilla es esta?', 'Please tell me your joking', 'Good ❤❤❤']"
19,qd7UrNbztvA,"['I want to please', '😊😊', 'Bro why anyone did it?', 'Asa dapita na.?.......', 'Paano  mga koha Ana', 'No thanks lol 😂', 'Do we get this pack in stationery shop if yes please tell me 5he address😊', 'I also have this.and very nice', 'I like it❤❤', '😢']"
20,nAWTevnjT3Q,"['😄😄😍😍😍', '\u200f\u202a😊😊😊😊😊😊😊', 'Nice ❤', 'This is terrible', 'This is more fake  than my dad💀💀💀💀', 'HI QUEENS/KINGS', '😢😢', '❤ Awesome ❤', ""I showed this to my grandma. Now she's the coolest grandma in town"", 'Please support me frnd']"
21,wQOK0TnlHHM,"['But why doesn’t Hello Kitty have a mouth?', '😂😂😂😂😂😂😂', 'Phone school ma use nahi karna data', ""I don't believe the fact that this idiot channel is still alive😅"", 'EARLY!!!!', 'Hi', 'Me wondering y i still subscribed this', 'Amazing video ❤', 'https://youtube.com/shorts/9tgYnuZItTg?si=Sfrn4TR4XQDkYTpD', '27 number like 💜👀']"
22,Y3XdA1buKxQ,"['Anticipated', 'These arnt hacks ..hacks are what you can use instead of spending an arm & leg plus what you got in the house ...pathetic', '5 minute crafts more like shopping spree on Amazon 😭', 'I miss the old 5-min crafts', 'seeing my childhood 😼', 'Nice video ji ❤❤', 'What the **** is that song 💀', 'ELLO QUEENS/KINGS :3', 'I love your wonderful videos ❤😊❤', 'I don’t get why y’all are hating on them, They have really useful hacks I just don’t get why people don’t like them!']"
23,HYL8UUXPc_o,"['K1', 'Ttfyhu', 'None of this would take 5 minutes though', 'Does anyone know terry?', '*sighs*', 'cringe+fake hacks', 'Uwu', 'Fake', ""Portable charger ? 4:11 -5:30 33:57-34:10 6:15  Nice pattern but why  6:37 Nice 6:49 12:10 12:28 32:50 don't get it. 20:42"", 'Btw girl I think some trash is stuck on ur phone…..💀']"
24,v-4soLe-Ge4,"['Your losing your skill and doing business ideas 😢😢😢\n\n167 day of asking: make a new video about home useful gadgets and tip,tricks\n\nEdit: grandma im not famous 😂', 'Making money is an action but “growing money is wisdom”. I found this out a week ago after getting a $10,000 return on my $3,000 investment in 7 days.', 'good', 'Wow woow😮😮', '😂', ""Hello,best's!!"", 'nenn ho', 'https://youtu.be/rd4qWEkbxkA?si=ypaQvOo6Pi9o0sUD', 'Wow', 'ewwww so gross 🤮😂😂']"
25,ZvpN5FWXY-M,"['Muslims attendence here ❤🎉', 'Suprise https://youtu.be/rd4qWEkbxkA?si=ypaQvOo6Pi9o0sUD', ',', '19nth here :)', 'Cool', 'Okay ❤', ""The clock one I've seen to many times"", '❤ Super ❤', 'Not a lot of actual hot glue crafts either as far as I can tell', 'Is it me or did they show a lot of these crafts more than once? Where is the snowman globe they show?']"
26,x0FUYz_S0I4,"[""What's your favourite fruit? 🍉"", 'Orooro9', 'https://youtube.com/shorts/r4Ava2fC2Ek?si=sSzgQnwi1mj22kM4', 'കൊളക്കോഴി കൊക്കുനീട്ടും പോലെ ഇപ്പൊതൊടങ്ങും  അനിൽകൊരങ്ങൻ ചൂണ്ടുവിരൽകോണ്ട്', 'How do you even have 80 million subs there’s only 8 million people in this world', '#', '❤❤❤❤❤', 'NYC', 'Peeling fruits and vegetables has not been this easy.', 'Wow']"
27,7ISOLy8JMNQ,"['From where we can buy this product', 'And how many kits you need to get one acceptable produkt?', 'je,,plllk,,,,,,,..l', '❤❤❤❤', '*Making money is action, keeping money is behavior. Growing money is wisdom. I found this out a week ago after getting a $24,600 return on my $3,000 investment in 21 days.*', 'I don\'t know why I watch this video 💀 ""singma singles are here ""', 'I would love to have the two old hands of my parents ❤🙏']"
28,wzYQDPrz8O4,"['😂😂😂', ""I'm from Chennai🔥 India ❤"", 'You have been forgotten', 'Cute cat ❤❤❤', 'Very useful ideas and pet hacks! Love it!!! :)', 'Chamoy', 'I am watching from sri Lanka. I love 5 minute  craft YouTube channel. ❤❤❤', 'https://youtube.com/shorts/eG1Pb5aUmpI?si=9TqnM-FTLuXCDaul', 'https://youtube.com/shorts/eG1Pb5aUmpI?si=9TqnM-FTLuXCDaul', 'Such cute pets 😃❤️']"
29,ljF445PnicM,"[""stronzo puzzolente, cosa ne pensi??? rompere gli spaghetti così??? andrai all'inferno"", 'BAD (edited)', 'that recipe paper is super cute ! i want to buy this', 'Hi❤The video is great. thank you❤❤❤❤🎉🎉🎉', 'the egg and dishwasher one caught me off guard lol', 'https://youtube.com/shorts/eG1Pb5aUmpI?si=9TqnM-FTLuXCDaul', 'https://youtube.com/shorts/eG1Pb5aUmpI?si=9TqnM-FTLuXCDaul', 'Super 🤩', 'Ok😂😂🎉', 'Woow!']"
30,plwNCn3Yao0,"['Vacations can be really enjoyable if they are comfortable for people.', 'I’M GONA TRY THIS ❤❤', 'Very good❤The video is great. thank you❤❤❤', 'https://youtube.com/shorts/eG1Pb5aUmpI?si=9TqnM-FTLuXCDaul', '0:52 wth lol', 'Amazing', 'Weshiwoshangshuathohengchingchaaa', 'Very good ❤', 'Pls..mk sm wntr vacassion hacks... because now the winter ❄️ is approached,and it 5degree celcious in our place', 'Sooo sweat,,,amazing👧👩\u200d🌾👩\u200d🎓👩']"
31,N8dnx0CSvfU,"['""It\'s giving fairytale vibes"" NO it\'s giving 3 year old child', 'ohyay wink wink😅😅😅', 'Hello its me you said\nYou said to message :\nHello Paul Jake, thanks for getting in touch. How can I help you?', 'Hello its me i chat to you', '❤❤ Amazing!!', '0:21 I want some', 'https://youtube.com/@AyeshaqueenOfislam?si=zKJP-dSXLpFbKk4q', 'god wark❤', '💀\nThis is so sexist', 'I got one for my birthday party']"
32,NsI6c4Ho46U,"['35:10', '8:03', 'Why did she pick a sock up and sniff that crust sock kit he liking the smell of foot what else she smell toilet water naw ☠️', '1:08 who sleeps with shoes', 'https://youtube.com/shorts/9tgYnuZItTg?si=8H1udr_f9wqGvuid', 'Wow amaizing  ❤❤❤❤❤', '5 minute 3d pen  hacks\n😝🥲😅😅😅😅😅😅😅😅😅😅😅😅😅', 'TEAMDAFUQ', 'TEAMDAFUQ', 'TEAMDAFUQ']"
33,hlrG7YyOURw,"['Just use the other straw y’all used to make the ice one', 'Nem értelmesebb ha csak beraksz helyette egy műanyag szívószálat?', 'Seriously 😅', 'It will probably melt lol 😂', '❤', 'dude just get another straw💀', 'BRO JUST GET A PLASTIC STRAW!', ""It's summer but why freeze?"", ""They make smoothie straws that are that thick and won't melt."", 'Guys melting takes long and plus she melted it for a reason']"
34,5JZaTW1L3dE,"['Get Your 5-Minute Crafts Kit Now at Walmart! ➡ https://bit.ly/walmart-hand-kit-yt', 'Cool 😎 😅😅❤', ':)', 'Amazing 🤩', 'New faces', 'https://youtube.com/shorts/82FNymgsh7Y?si=RjjOBpci-r2IIVsr', 'Very good ❤', 'BEFORE 12', 'hiii', '6:23 cool stuff']"
35,sCQRvvKW-uM,"['Slime can be a good material for making some products.', 'Love it ❤❤❤😊', 'https://youtube.com/shorts/82FNymgsh7Y?si=RjjOBpci-r2IIVsr', ""It's very nice"", 'https://youtube.com/shorts/82FNymgsh7Y?si=O-l6B-E-pABRZLlH', 'https://youtube.com/shorts/82FNymgsh7Y?si=0rkNdW9uIu2rtcSD', 'Can you do diy earrings hook 🙏🙏🙏 pls', ""First time y'all talked"", 'I did not notice that the first part was an ad for their slome kit', ""smoothie slime Im sure you're enjoying playing with them full view with ads""]"
36,uCAoESGml5Q,"['😂', 'Why why whyyyyyyyyyyyy', 'https://youtube.com/shorts/82FNymgsh7Y?si=0rkNdW9uIu2rtcSD', 'Hahaha you are so smart 😂😂😊', '5 minutes crafts or lose 5 braincells', 'Casually cuts open a mannequin*\n\nNEW DRESSER UNLOCKED!', 'Patroue Chileau\nJaère Qualoque\nJude Réviceau', 'How are you so smart 🤣 like my iPhone 📱', 'Wow super amazing ❤😊❤', 'Светильник из гофры, ну это наверно шедевр. :)']"
37,dEqxUz7y3Yo,"['Dumb', '5 minutes crafts yall know we’re in November right ? 😂😂❤', 'https://youtube.com/shorts/eG1Pb5aUmpI?si=9TqnM-FTLuXCDaul', 'elvish bhai bale like❤', 'Some of these look actually okay surprisingly but I saw one part in reverse..', 'https://youtube.com/shorts/82FNymgsh7Y?si=JXjjNKyPfEF7iXr0', '4:53 cool but he summer dosn’t make your water hot bc it dosn’t happen to me', '4:08 anyone notice this is reverse?', 'Very good 👀😃❤️', 'Triggered insaan should roast this']"
38,xsabTHDOuto,"['hi', 'Just use a plastic straw it wont fall apart like the cardboard straws🥱', 'xh why', 'Nice 😅', 'Warning: 5 Minute Crafts did an advertisement ⚠️', 'The like button was not enough; I need a love button!', 'Ameging 😮', 'Third 🥉 also cool', 'ME First comment❤❤❤', 'o']"
39,14-8vZLxozk,"['I am not even kidding, I LOVE watching these! Me and my mom got sushi, and just ate while we watched these. An hour went by so fast!', 'https://youtube.com/shorts/82FNymgsh7Y?si=JXjjNKyPfEF7iXr0', 'WHEN WHEN will U grasp the concept. Of not every 1 can ear seeds n nuts', 'Wow wonderful ideas 👍👍', 'You are a genius', 'wow is a virry nice movie ❤❤❤❤❤❤❤❤❤❤❤', '24:36 I loved you in chicken little, great movie keep up the good work! 🤓 #AbbyMallard #Chickenlittle', 'For the edible slime one. She said cornflakes but ther were choco hoops 😂😂', '/<ys<3', 'Me:watching hacks with a juice 🧃 and a pretzel 🥨 um I dunno if I like this pretzel or the show idk I’ll watch AMMY WOAHH IF YOU KNOW HER']"
40,_isrZaS_BCU,"['Wow 😲 super amazing', 'My anxiety while watch this: 📈📈📈📈📈', 'But the rainbow 🌈 is nice', 'zkousel jsem výzvu číslo 26 nešlo my to jste podvodníci žalobu udělím jste hovna', 'Nice🎉', '😢', 'did you know the YouTuber more aila hates you😅😢', 'Diabetes que tá fazendo que diabo é esse que tá fazendo aí ó eu vou c**** em cima', 'ය්', 'Ñîçë æññå bāgûdîï 😊😊😊😊😊😊']"
41,RMI2IksSCOc,"['❤ good', '🥺🥺🥺🥺', 'https://youtube.com/shorts/78NwejiN5E4?si=rgQwhGvD5_9nrt4S', 'Five minute crafts was my childhood', 'think creatively', 'Good,Every thing super.!', 'definitely I learned this morning DIY from your stocked knowledge I am a Mother of two thank you so much', 'Thank you, everything looks very nice ❤😊❤', 'nice', 'Who love 5 minutes craft❤❤']"
42,bDo7OL-hsAE,"['😮😮😮😮😢😢😢', '😂booth also have nails 💅paint😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', '😂', 'so scary wink wink', '.ds😢😢🎉', 'Wowo', 'NOT THE TIPPY TAPS😭😭😭😭💀💀💀💀', 'Like this would ever happen', 'bro  nice coustume', 'islam la 22']"
43,PsvAHwPGmhQ,"['What a waste of time 🤦\u200d♂️', ""Where's the one with the headlight and razor"", 'Как всегда хрень', 'are jou series rite  now', 'https://youtube.com/shorts/78NwejiN5E4?si=rgQwhGvD5_9nrt4S', 'I really like your videos❤🎉, but the music is bad.😤\U0001fae8', 'Мура', 'Great content ', 'All of the hacks are dumb', 'my wife loves watching your videos']"
44,tDeOvDHC-_E,"['NAHHH WE GOT FOOT PICS', 'WTH ARE THEESE OHIO CRAFTS', 'was oBje', 'Cringe', 'Her nails🥰are beautiful', ""That ain't the boogie man that's the boggerwoman"", 'Sorry', 'Sorry', 'my channel is in danger', 'My mistake 😞😞😞😞😞😞']"
45,Lhg_ueqbl7Y,"['Did you know that cat owners are 12% more neurotic?', ""Don't give them any people food without checking the ASPCA's Animal Poison Control. That said,\xa0the ASPCA lists mint as toxic to cats\xa0because if they eat a lot, it can cause stomach upset, nausea, and vomiting."", '❤❤❤', '❤❤❤❤❤❤', 'She tried to feed the cat chocolate. Cats get sick of chocolate', 'https://youtu.be/CpMV7QQTUVs', '😍😍😍😍Woow', 'https://youtube.com/shorts/78NwejiN5E4?si=jCgFyvcJhW2C9vr2', 'I feel bad for the cat', 'Idk why this channel was ever hated on. I like it.']"
46,x3CkyuhLCZk,"['বস্তি', 'she left her nail  in the meat', '❤', 'They actually are smart ❤❤❤❤', 'Gurl', 'I love it ❤️❤️', 'No ones gonna talk bout how she just left her nail in the meat?!?😭(4:22) Happy Halloween tho', 'To late😒', 'https://youtu.be/EuDWnL_KeyU?si=lCeCSpiuRUnfU922👀🤤', 'Happy Helloween 🎃🎃👻👻']"
47,eZfmFzkXU0M,"['👎', ""Assalamu alaikum\nUncle main aapki almost sari recipes dekhti hu and kuch mene bnaai bhi Hain..\nAloo gosht ka saalan,\nKarhi mene banaai Hain and buhat buhat he tasty bani Hain...❤❤\n\nAnd ab yeh haleem  bhi banaungi IN' SHAA ALLAH..\n😊\nALLAH SWT aapse raazi houn, aap k rizq, sehat, khushiyon ,umer , Zindagi, main barkatein he barkatein ata farmaaein\nAmeen summa Ameen"", 'Not then eating vinca rosea', 'What is love that eats flowers?😂👏', 'Nice ❤', 'Love from Karnataka', 'Im so glad they fell off', 'Ameging 😮', 'Lol', '19:21']"
48,Lwob-pHELIs,"['cutee', 'Possible for you all the five minutes craft', ""Yay let's convince kids too make terrible messes!"", 'Super super super. I love your wonderful videos ❤😊❤', 'Amazing ❤❤', 'Super', 'https://youtube.com/shorts/qB8ptPAswic?si=eb67XWSj6P4IYBgC', '80 mil subs but 10 comments', 'Very goodd❤', 'Yasss so good']"
49,blbRQOvZECo,"['4:00 there’s a man running in the back of the woods to the left', 'I would never use these but very entertaining', 'https://youtube.com/shorts/78NwejiN5E4?si=rgQwhGvD5_9nrt4S', '2:11', '2:11', 'dont try these are cause this is entertaining not to learn this is real i tried ', 'Thanks for helping other to roast your videos', ""This is the most dumbest sht I've ever seen-"", '0:35 or just wear deodorant 💀💀', 'This is so cool']"
50,R11twGjM9bg,"['ALL VIDEOS ...AMAZING', ""It's fakw"", 'all the comments are bots...', 'What is this😭😭 why is the intro like that??', '4:15', ""It's so satisfying ❤❤"", 'the screaming monkey was so funny', 'True nostalgia be like:\nMiss their legendary intro😮\u200d💨', 'What\'s the name of the song that goes like ""We\'re like a broken record spinning round and round all day"" which you used in some your other videos?', 'Useless ideas 😂😂']"
51,xjpUTGU9Wgw,"['But this is fun love it', 'Are you crazy I never try them', 'https://youtube.com/shorts/qB8ptPAswic?si=eb67XWSj6P4IYBgC', 'Lucu ini bagus banget', 'My favorite YouTube channel', '❤', 'Useless ideas 😂😂😂', 'I rlly ❤ watching these but would legit NEVER try them😂😂 who’s with me?', 'The tiny cooking was just. Wow. ❤', 'kcm jcfhhhgvfZARA😍🤩🤩🤩🤩cdsafdyyuzyyyschywucgwugrvh jhxcasdfjkllllllllll;;;;;;;;;;;fuejdchu   yd']"
52,4hVkwKK-dqg,"['Eww', 'tha lipe got the mkbnvfg\nTha', 'Nah this is basically rich vs poor video 😂(no hate pls I’m just joking)', 'Hahahahah', 'Useless ideas 😂😂😂', 'Entendí la referencia de la miniatura xD', 'https://youtu.be/06w3EBGI7NY?si=13TKWEzk9U_WxCz0', 'Let’s be honest-\nTHESE TOYS WONT EVEN AMAZE THEM \n Me as a kid of course 😏', '❤❤❤ Love your wonderful videos ❤❤❤', '16th']"
53,SH91ilQ8mAo,"['No thanks I choose my own water bottle', 'Nechcete to pripnout 5 minut craftd', 'bonjour à tous ces gens 4ème de le faire dire 7ème de la république 75', 'Mushfiqa', 'Get Your 5-Minute Crafts Kit Now at Walmart! https://bit.ly/walmart-boy-bottle-yt and  https://bit.ly/walmart-girl-bottle-yt', 'Remember me when this blows up', '🙏🙏🙏🙏🙏🙏🙏🙏🙏😭😭😭😭😭😭😭😭😭😭🌈🌈🌈🌈🌈🌈🌈💖💖💖💖💖💖💖💖💖❤️❤️❤️❤️❤️❤️🧡🧡🧡🧡🧡🧡', 'joke😅', 'Who consider the feet of their parents as heaven? ❤', '👍']"
